Subject_ID	subject_id	query_id	ensembl_gene_id	external_gene_name	prefix
NM_212709	NM_212709.1	XM_039688088.1	ENSDARG00000110639	ppp1r3b	NM
NM_212709	NM_212709.1	XM_039688089.1	ENSDARG00000110639	ppp1r3b	NM
NM_212709	NM_212709.1	XM_039688090.1	ENSDARG00000110639	ppp1r3b	NM
NM_201133	NM_201133.1	XM_039688091.1	ENSDARG00000101894	stk10	NM
NM_001111081	NM_001111081.2	XM_039688092.1	ENSDARG00000007671	ghrb	NM
NM_001111081	NM_001111081.2	XM_039688093.1	ENSDARG00000007671	ghrb	NM
NM_207182	NM_207182.1	XM_039688094.1	ENSDARG00000000086	itsn1	NM
XM_021469063	XM_021469063.1	XM_039688096.1	ENSDARG00000079031	NA	XM
NM_200584	NM_200584.1	XM_039688097.1	ENSDARG00000112401	gstt1b	NM
NM_200784	NM_200784.1	XM_039688098.1	ENSDARG00000010717	chchd10	NM
NM_001002147	NM_001002147.1	XM_039688099.1	ENSDARG00000044751	ddt	NM
NM_001002475	NM_001002475.1	XM_039688100.1	ENSDARG00000022569	nkx6.1	NM
NM_207182	NM_207182.1	XM_039688101.1	ENSDARG00000000086	itsn1	NM
NM_001243037	NM_001243037.2	XM_039688102.1	ENSDARG00000057556	rpl17	NM
NM_001243037	NM_001243037.2	XM_039688103.1	ENSDARG00000057556	rpl17	NM
XM_005161241	XM_005161241.4	XM_039688104.1	ENSDARG00000002020	RICTOR	XM
XM_005161241	XM_005161241.4	XM_039688105.1	ENSDARG00000002020	RICTOR	XM
NM_213538	NM_213538.1	XM_039688106.1	ENSDARG00000028699	crkl	NM
NM_001328349	NM_001328349.1	XM_039688107.1	ENSDARG00000092722	unc5da	NM
XM_005169034	XM_005169034.4	XM_039688108.1	ENSDARG00000014439	DGKZ	XM
XM_005170971	XM_005170971.4	XM_039688109.1	ENSDARG00000000086	itsn1	XM
XM_009306680	XM_009306680.3	XM_039688110.1	NA	NA	XM
XM_009306680	XM_009306680.3	XM_039688111.1	NA	NA	XM
XM_005162534	XM_005162534.4	XM_039688113.1	ENSDARG00000077134	GPR158	XM
XM_688556	XM_688556.8	XM_039688114.1	ENSDARG00000115929	NA	XM
XM_021480133	XM_021480133.1	XM_039688115.1	ENSDARG00000093182	eif2ak1	XM
XM_021480133	XM_021480133.1	XM_039688116.1	ENSDARG00000093182	eif2ak1	XM
XM_021480133	XM_021480133.1	XM_039688117.1	ENSDARG00000093182	eif2ak1	XM
NM_207182	NM_207182.1	XM_039688118.1	ENSDARG00000000086	itsn1	NM
XM_021480133	XM_021480133.1	XM_039688119.1	ENSDARG00000093182	eif2ak1	XM
NM_001328344	NM_001328344.1	XM_039688120.1	ENSDARG00000058746	ubap1	NM
XM_009303238	XM_009303238.3	XM_039688121.1	ENSDARG00000114013	NA	XM
XM_009303238	XM_009303238.3	XM_039688122.1	ENSDARG00000114013	NA	XM
XM_009303238	XM_009303238.3	XM_039688123.1	ENSDARG00000114013	NA	XM
XM_009303238	XM_009303238.3	XM_039688124.1	ENSDARG00000114013	NA	XM
XM_009303238	XM_009303238.3	XM_039688125.1	ENSDARG00000114013	NA	XM
XM_005169434	XM_005169434.4	XM_039688126.1	ENSDARG00000104480	HCN1	XM
XM_005169434	XM_005169434.4	XM_039688127.1	ENSDARG00000104480	HCN1	XM
NM_001111225	NM_001111225.1	XM_039688128.1	ENSDARG00000078509	socs4	NM
XM_009295173	XM_009295173.3	XM_039688130.1	ENSDARG00000104370	esm1	XM
NM_001045562	NM_001045562.1	XM_039688131.1	ENSDARG00000036592	setd4	NM
NM_131888	NM_131888.2	XM_039688132.1	ENSDARG00000001769	ptpra	NM
XM_005161219	XM_005161219.4	XM_039688133.1	ENSDARG00000044755	GCNT4	XM
XM_005161219	XM_005161219.4	XM_039688134.1	ENSDARG00000044755	GCNT4	XM
NM_181439	NM_181439.4	XM_039688135.1	ENSDARG00000116186	gnrh2	NM
NM_153653	NM_153653.1	XM_039688136.1	ENSDARG00000115637	p2rx4a	NM
NM_001045562	NM_001045562.1	XM_039688137.1	ENSDARG00000036592	setd4	NM
NM_001002157	NM_001002157.1	XM_039688138.1	ENSDARG00000044753	idh3b	NM
NM_001002157	NM_001002157.1	XM_039688139.1	ENSDARG00000044753	idh3b	NM
NM_001002157	NM_001002157.1	XM_039688140.1	ENSDARG00000044753	idh3b	NM
XM_005161057	XM_005161057.4	XM_039688141.1	ENSDARG00000088318	ubap2a	XM
XM_005161057	XM_005161057.4	XM_039688142.1	ENSDARG00000088318	ubap2a	XM
XM_009295212	XM_009295212.3	XM_039688143.1	ENSDARG00000088318	ubap2a	XM
XM_005161057	XM_005161057.4	XM_039688144.1	ENSDARG00000088318	ubap2a	XM
XM_002665925	XM_002665925.6	XM_039688145.1	ENSDARG00000074481	ULK1	XM
NM_001045562	NM_001045562.1	XM_039688146.1	ENSDARG00000036592	setd4	NM
XM_021469039	XM_021469039.1	XM_039688147.1	ENSDARG00000074481	ULK1	XM
XM_005161121	XM_005161121.4	XM_039688148.1	ENSDARG00000074481	ULK1	XM
XM_005161121	XM_005161121.4	XM_039688149.1	ENSDARG00000074481	ULK1	XM
XM_005161237	XM_005161237.4	XM_039688151.1	ENSDARG00000057121	c7b	XM
NM_001077150	NM_001077150.1	XM_039688152.1	ENSDARG00000054319	oxct1b	NM
NM_001110404	NM_001110404.1	XM_039688153.1	ENSDARG00000114137	rnf180b	NM
NM_001145766	NM_001145766.1	XM_039688154.1	ENSDARG00000057098	htr1ab	NM
NM_001045562	NM_001045562.1	XM_039688155.1	ENSDARG00000036592	setd4	NM
NM_001033750	NM_001033750.1	XM_039688156.1	ENSDARG00000100709	agxt2	NM
NM_001282423	NM_001282423.1	XM_039688157.1	ENSDARG00000079818	helq	NM
NM_001045005	NM_001045005.1	XM_039688158.1	ENSDARG00000063634	hpse	NM
NM_001002114	NM_001002114.1	XM_039688159.1	ENSDARG00000057882	arpc3	NM
NM_213530	NM_213530.1	XM_039688160.1	ENSDARG00000069527	ube2g1b	NM
NM_001083812	NM_001083812.2	XM_039688161.1	ENSDARG00000006251	ell2	NM
NM_001045562	NM_001045562.1	XM_039688162.1	ENSDARG00000036592	setd4	NM
NM_131840	NM_131840.2	XM_039688163.1	ENSDARG00000004451	tnfrsfa	NM
NM_001014304	NM_001014304.1	XM_039688164.1	ENSDARG00000006604	nectin3b	NM
NM_001014304	NM_001014304.1	XM_039688165.1	ENSDARG00000006604	nectin3b	NM
XM_003200907	XM_003200907.4	XM_039688166.1	ENSDARG00000103251	SH3PXD2B	XM
XM_003200907	XM_003200907.4	XM_039688167.1	ENSDARG00000103251	SH3PXD2B	XM
XM_005170288	XM_005170288.3	XM_039688168.1	ENSDARG00000103251	SH3PXD2B	XM
XM_005170288	XM_005170288.3	XM_039688169.1	ENSDARG00000103251	SH3PXD2B	XM
XM_003200907	XM_003200907.4	XM_039688170.1	ENSDARG00000103251	SH3PXD2B	XM
XM_687246	XM_687246.8	XM_039688171.1	ENSDARG00000034895	NA	XM
NM_001002394	NM_001002394.1	XM_039688172.1	ENSDARG00000017385	b9d2	NM
XM_005161076	XM_005161076.4	XM_039688173.1	ENSDARG00000052894	ZNF532	XM
XM_005161076	XM_005161076.4	XM_039688174.1	ENSDARG00000052894	ZNF532	XM
XM_005161073	XM_005161073.4	XM_039688175.1	ENSDARG00000052894	ZNF532	XM
XM_005170981	XM_005170981.4	XM_039688176.1	ENSDARG00000026902	cryzl1	XM
XM_005161073	XM_005161073.4	XM_039688177.1	ENSDARG00000052894	ZNF532	XM
XM_017353021	XM_017353021.2	XM_039688178.1	ENSDARG00000052894	ZNF532	XM
XM_017353018	XM_017353018.2	XM_039688179.1	ENSDARG00000052894	ZNF532	XM
XM_009295225	XM_009295225.3	XM_039688180.1	ENSDARG00000052894	ZNF532	XM
NM_001282392	NM_001282392.1	XM_039688182.1	ENSDARG00000057918	tsc1b	NM
NM_001077580	NM_001077580.1	XM_039688183.1	ENSDARG00000063155	dcaf12	NM
NM_001111217	NM_001111217.2	XM_039688184.1	ENSDARG00000039974	rai14	NM
XM_005170981	XM_005170981.4	XM_039688185.1	ENSDARG00000026902	cryzl1	XM
NM_001111217	NM_001111217.2	XM_039688186.1	ENSDARG00000039974	rai14	NM
NM_001111217	NM_001111217.2	XM_039688187.1	ENSDARG00000039974	rai14	NM
NM_001111217	NM_001111217.2	XM_039688188.1	ENSDARG00000039974	rai14	NM
NM_001111217	NM_001111217.2	XM_039688189.1	ENSDARG00000039974	rai14	NM
XM_021468924	XM_021468924.1	XM_039688190.1	ENSDARG00000039974	rai14	XM
XM_021468924	XM_021468924.1	XM_039688191.1	ENSDARG00000039974	rai14	XM
NM_001111217	NM_001111217.2	XM_039688192.1	ENSDARG00000039974	rai14	NM
XM_001922410	XM_001922410.6	XM_039688193.1	ENSDARG00000014439	DGKZ	XM
XM_005170981	XM_005170981.4	XM_039688194.1	ENSDARG00000026902	cryzl1	XM
XM_009306520	XM_009306520.3	XM_039688195.1	ENSDARG00000077178	NA	XM
NM_001005942	NM_001005942.1	XM_039688196.1	ENSDARG00000028106	glrx	NM
XM_686178	XM_686178.9	XM_039688197.1	ENSDARG00000090036	NA	XM
XM_683166	XM_683166.9	XM_039688198.1	ENSDARG00000057238	NA	XM
XM_005170981	XM_005170981.4	XM_039688199.1	ENSDARG00000026902	cryzl1	XM
XM_683166	XM_683166.9	XM_039688200.1	ENSDARG00000057238	NA	XM
XM_005161172	XM_005161172.4	XM_039688201.1	ENSDARG00000025174	zgc:103482	XM
NM_001006022	NM_001006022.1	XM_039688202.1	ENSDARG00000025174	zgc:103482	NM
NM_001099427	NM_001099427.1	XM_039688203.1	ENSDARG00000002204	hspb9l	NM
NM_001282392	NM_001282392.1	XM_039688204.1	ENSDARG00000057918	tsc1b	NM
NM_001077326	NM_001077326.1	XM_039688205.1	ENSDARG00000068989	gabra1	NM
NM_001077326	NM_001077326.1	XM_039688206.1	ENSDARG00000068989	gabra1	NM
NM_001077326	NM_001077326.1	XM_039688207.1	ENSDARG00000068989	gabra1	NM
NM_001002633	NM_001002633.1	XM_039688208.1	ENSDARG00000026902	cryzl1	NM
XM_009295685	XM_009295685.3	XM_039688209.1	ENSDARG00000068989	gabra1	XM
XM_005161206	XM_005161206.4	XM_039688210.1	ENSDARG00000029832	slc26a1	XM
NM_199965	NM_199965.1	XM_039688211.1	ENSDARG00000044684	rbp4l	NM
NM_199965	NM_199965.1	XM_039688212.1	ENSDARG00000044684	rbp4l	NM
XM_017357723	XM_017357723.2	XM_039688213.1	ENSDARG00000078386	dync1i2a	XM
NM_201290	NM_201290.1	XM_039688214.1	ENSDARG00000021252	cct6a	NM
XM_009295681	XM_009295681.3	XM_039688215.1	ENSDARG00000069003	PCYOX1L	XM
XM_009295681	XM_009295681.3	XM_039688216.1	ENSDARG00000069003	PCYOX1L	XM
XM_009295681	XM_009295681.3	XM_039688217.1	ENSDARG00000069003	PCYOX1L	XM
NM_001002087	NM_001002087.1	XM_039688218.1	ENSDARG00000043905	rnf14	NM
NM_194406	NM_194406.1	XM_039688219.1	ENSDARG00000036587	cbr1	NM
NM_001002607	NM_001002607.1	XM_039688220.1	ENSDARG00000012453	rnls	NM
XM_021469073	XM_021469073.1	XM_039688221.1	ENSDARG00000057037	NA	XM
NM_001103117	NM_001103117.1	XM_039688222.1	ENSDARG00000057032	ppm1nb	NM
NM_001029959	NM_001029959.2	XM_039688223.1	ENSDARG00000057027	rtn2b	NM
NM_001004592	NM_001004592.1	XM_039688224.1	ENSDARG00000109645	dlgap5	NM
NM_001004592	NM_001004592.1	XM_039688225.1	ENSDARG00000109645	dlgap5	NM
NM_001076759	NM_001076759.2	XM_039688226.1	ENSDARG00000115907	rsph10b	NM
NM_001083836	NM_001083836.1	XM_039688227.1	ENSDARG00000070040	zgc:162344	NM
NM_199910	NM_199910.2	XM_039688228.1	ENSDARG00000026787	aqp7	NM
XM_005170984	XM_005170984.4	XM_039688229.1	ENSDARG00000036687	bcl9	XM
NM_001002208	NM_001002208.1	XM_039688230.1	ENSDARG00000011926	tpgs2	NM
XM_005173869	XM_005173869.4	XM_039688231.1	NA	NA	XM
XM_005173869	XM_005173869.4	XM_039688232.1	NA	NA	XM
XM_005173869	XM_005173869.4	XM_039688233.1	NA	NA	XM
XM_005173869	XM_005173869.4	XM_039688234.1	NA	NA	XM
XM_005173869	XM_005173869.4	XM_039688235.1	NA	NA	XM
NM_001137662	NM_001137662.1	XM_039688236.1	ENSDARG00000002600	pcsk1	NM
NM_001137662	NM_001137662.1	XM_039688237.1	ENSDARG00000002600	pcsk1	NM
XM_005170983	XM_005170983.4	XM_039688238.1	ENSDARG00000036687	bcl9	XM
XM_001333689	XM_001333689.8	XM_039688239.1	ENSDARG00000104280	BNIP1	XM
XM_005170286	XM_005170286.4	XM_039688240.1	ENSDARG00000105114	CREBRF	XM
XM_009295356	XM_009295356.3	XM_039688241.1	ENSDARG00000044718	VAV2	XM
XM_021469066	XM_021469066.1	XM_039688242.1	ENSDARG00000074777	ANK1	XM
NM_199645	NM_199645.1	XM_039688243.1	ENSDARG00000043608	eif4ebp1	NM
XM_021473407	XM_021473407.1	XM_039688244.1	ENSDARG00000112982	NA	XM
XM_005170983	XM_005170983.4	XM_039688245.1	ENSDARG00000036687	bcl9	XM
XM_021473396	XM_021473396.1	XM_039688246.1	ENSDARG00000116562	NA	XM
XM_021473396	XM_021473396.1	XM_039688247.1	ENSDARG00000116562	NA	XM
XM_021473396	XM_021473396.1	XM_039688248.1	ENSDARG00000116562	NA	XM
XM_017352992	XM_017352992.2	XM_039688249.1	ENSDARG00000079295	CACNA1B	XM
NM_001172564	NM_001172564.1	XM_039688250.1	ENSDARG00000116921	ehmt1b	NM
NM_001172564	NM_001172564.1	XM_039688251.1	ENSDARG00000116921	ehmt1b	NM
NM_001172564	NM_001172564.1	XM_039688252.1	ENSDARG00000116921	ehmt1b	NM
XM_005161105	XM_005161105.4	XM_039688253.1	ENSDARG00000026634	ehmt1b	XM
XM_005170984	XM_005170984.4	XM_039688254.1	ENSDARG00000036687	bcl9	XM
XM_005161105	XM_005161105.4	XM_039688255.1	ENSDARG00000026634	ehmt1b	XM
NM_001172564	NM_001172564.1	XM_039688256.1	ENSDARG00000116921	ehmt1b	NM
NM_001172564	NM_001172564.1	XM_039688257.1	ENSDARG00000116921	ehmt1b	NM
NM_001172564	NM_001172564.1	XM_039688258.1	ENSDARG00000116921	ehmt1b	NM
NM_001172564	NM_001172564.1	XM_039688259.1	ENSDARG00000116921	ehmt1b	NM
XM_005161120	XM_005161120.3	XM_039688260.1	ENSDARG00000069895	NA	XM
XM_021468752	XM_021468752.1	XM_039688261.1	ENSDARG00000011459	gsna	XM
NM_001012312	NM_001012312.2	XM_039688262.1	ENSDARG00000011459	gsna	NM
XM_017352834	XM_017352834.2	XM_039688263.1	ENSDARG00000003835	stom	XM
NM_001320073	NM_001320073.1	XM_039688264.1	ENSDARG00000109478	stom	NM
NM_001012312	NM_001012312.2	XM_039688265.1	ENSDARG00000011459	gsna	NM
NM_200044	NM_200044.1	XM_039688266.1	ENSDARG00000105195	dnajc21	NM
NM_131809	NM_131809.2	XM_039688267.1	ENSDARG00000015076	gja8b	NM
NM_001033750	NM_001033750.1	XM_039688268.1	ENSDARG00000100709	agxt2	NM
XM_021468835	XM_021468835.1	XM_039688269.1	ENSDARG00000053665	gabrg2	XM
NM_001256250	NM_001256250.1	XM_039688270.1	ENSDARG00000053665	gabrg2	NM
XM_005161455	XM_005161455.4	XM_039688271.1	ENSDARG00000053665	gabrg2	XM
XM_005161456	XM_005161456.4	XM_039688272.1	ENSDARG00000053665	gabrg2	XM
XM_005169034	XM_005169034.4	XM_039688273.1	ENSDARG00000014439	DGKZ	XM
XM_003200866	XM_003200866.5	XM_039688274.1	ENSDARG00000089578	NA	XM
XM_003200866	XM_003200866.5	XM_039688275.1	ENSDARG00000089578	NA	XM
XM_003200866	XM_003200866.5	XM_039688276.1	ENSDARG00000089578	NA	XM
XM_005161205	XM_005161205.4	XM_039688277.1	ENSDARG00000096382	neu3.1	XM
NM_131809	NM_131809.2	XM_039688278.1	ENSDARG00000015076	gja8b	NM
XM_005161205	XM_005161205.4	XM_039688279.1	ENSDARG00000096382	neu3.1	XM
XM_005161205	XM_005161205.4	XM_039688280.1	ENSDARG00000096382	neu3.1	XM
XM_001919304	XM_001919304.5	XM_039688281.1	ENSDARG00000004177	NA	XM
NM_131448	NM_131448.1	XM_039688282.1	ENSDARG00000011594	smarcb1b	NM
XM_005161146	XM_005161146.3	XM_039688283.1	ENSDARG00000011594	smarcb1b	XM
XM_021469011	XM_021469011.1	XM_039688284.1	ENSDARG00000075191	NA	XM
XM_021473394	XM_021473394.1	XM_039688285.1	ENSDARG00000109340	NA	XM
NM_131809	NM_131809.2	XM_039688286.1	ENSDARG00000015076	gja8b	NM
XM_021473394	XM_021473394.1	XM_039688287.1	ENSDARG00000109340	NA	XM
XM_009295250	XM_009295250.3	XM_039688288.1	ENSDARG00000013227	glulc	XM
XM_009295250	XM_009295250.3	XM_039688289.1	ENSDARG00000013227	glulc	XM
XM_009295250	XM_009295250.3	XM_039688290.1	ENSDARG00000013227	glulc	XM
NM_001003566	NM_001003566.2	XM_039688291.1	ENSDARG00000045567	phpt1	NM
XM_689061	XM_689061.9	XM_039688292.1	ENSDARG00000016718	NA	XM
NM_131809	NM_131809.2	XM_039688293.1	ENSDARG00000015076	gja8b	NM
XM_001921843	XM_001921843.4	XM_039688295.1	ENSDARG00000062293	NA	XM
XM_001921843	XM_001921843.4	XM_039688296.1	ENSDARG00000062293	NA	XM
XM_001921843	XM_001921843.4	XM_039688297.1	ENSDARG00000062293	NA	XM
XM_001921843	XM_001921843.4	XM_039688298.1	ENSDARG00000062293	NA	XM
XM_001921843	XM_001921843.4	XM_039688299.1	ENSDARG00000062293	NA	XM
NR_131904	NR_131904.1	XM_039688300.1	NA	NA	NR
NM_200134	NM_200134.1	XM_039688301.1	ENSDARG00000056559	ccz1	NM
NM_001002685	NM_001002685.1	XM_039688302.1	ENSDARG00000116985	gpat3	NM
NM_001002685	NM_001002685.1	XM_039688303.1	ENSDARG00000116985	gpat3	NM
NM_001002685	NM_001002685.1	XM_039688304.1	ENSDARG00000116985	gpat3	NM
NM_001002685	NM_001002685.1	XM_039688305.1	ENSDARG00000116985	gpat3	NM
NM_001034988	NM_001034988.1	XM_039688306.1	ENSDARG00000069450	gja5b	NM
NM_001002685	NM_001002685.1	XM_039688307.1	ENSDARG00000116985	gpat3	NM
NM_001002685	NM_001002685.1	XM_039688308.1	ENSDARG00000116985	gpat3	NM
XM_683569	XM_683569.8	XM_039688309.1	ENSDARG00000069980	lman1	XM
XM_021469014	XM_021469014.1	XM_039688310.1	ENSDARG00000060006	NEDD4L	XM
XM_021469016	XM_021469016.1	XM_039688311.1	ENSDARG00000060006	NEDD4L	XM
XM_021469014	XM_021469014.1	XM_039688312.1	ENSDARG00000060006	NEDD4L	XM
XM_021469016	XM_021469016.1	XM_039688313.1	ENSDARG00000060006	NEDD4L	XM
XM_021469019	XM_021469019.1	XM_039688314.1	ENSDARG00000060006	NEDD4L	XM
XM_021469022	XM_021469022.1	XM_039688315.1	ENSDARG00000060006	NEDD4L	XM
XM_021469012	XM_021469012.1	XM_039688316.1	ENSDARG00000060006	NEDD4L	XM
XM_021469015	XM_021469015.1	XM_039688317.1	ENSDARG00000060006	NEDD4L	XM
XM_021469023	XM_021469023.1	XM_039688318.1	ENSDARG00000060006	NEDD4L	XM
XM_021469022	XM_021469022.1	XM_039688319.1	ENSDARG00000060006	NEDD4L	XM
XM_021469024	XM_021469024.1	XM_039688320.1	ENSDARG00000060006	NEDD4L	XM
XM_021469025	XM_021469025.1	XM_039688321.1	ENSDARG00000060006	NEDD4L	XM
XM_682997	XM_682997.7	XM_039688322.1	ENSDARG00000060006	NEDD4L	XM
XM_005161087	XM_005161087.2	XM_039688323.1	ENSDARG00000060006	NEDD4L	XM
NM_001128677	NM_001128677.1	XM_039688324.1	ENSDARG00000016570	prlra	NM
NM_198922	NM_198922.1	XM_039688325.1	ENSDARG00000029305	baiap2l1a	NM
NM_001110034	NM_001110034.1	XM_039688326.1	ENSDARG00000103789	tmem130	NM
NM_201100	NM_201100.1	XM_039688327.1	ENSDARG00000045172	minpp1b	NM
NM_001002684	NM_001002684.1	XM_039688328.1	ENSDARG00000005098	zgc:86764	NM
XM_017352848	XM_017352848.2	XM_039688329.1	ENSDARG00000001906	NA	XM
XM_017352848	XM_017352848.2	XM_039688330.1	ENSDARG00000001906	NA	XM
XM_017352848	XM_017352848.2	XM_039688331.1	ENSDARG00000001906	NA	XM
NM_001020626	NM_001020626.1	XM_039688332.1	ENSDARG00000057435	amacr	NM
NM_001020626	NM_001020626.1	XM_039688333.1	ENSDARG00000057435	amacr	NM
NM_201171	NM_201171.1	XM_039688335.1	ENSDARG00000116379	dusp4	NM
XM_021469053	XM_021469053.1	XM_039688336.1	ENSDARG00000104101	RIMBP2	XM
XM_021469053	XM_021469053.1	XM_039688337.1	ENSDARG00000104101	RIMBP2	XM
XM_021469055	XM_021469055.1	XM_039688338.1	ENSDARG00000104101	RIMBP2	XM
NM_001017860	NM_001017860.1	XM_039688339.1	ENSDARG00000015559	fstl1a	NM
XM_021469051	XM_021469051.1	XM_039688340.1	ENSDARG00000104101	RIMBP2	XM
XM_021469051	XM_021469051.1	XM_039688341.1	ENSDARG00000104101	RIMBP2	XM
XM_021469052	XM_021469052.1	XM_039688342.1	ENSDARG00000104101	RIMBP2	XM
XM_009295363	XM_009295363.3	XM_039688343.1	ENSDARG00000104101	RIMBP2	XM
XM_005161168	XM_005161168.4	XM_039688344.1	ENSDARG00000004618	stx2a	XM
XM_005161168	XM_005161168.4	XM_039688345.1	ENSDARG00000004618	stx2a	XM
XM_009295369	XM_009295369.3	XM_039688346.1	ENSDARG00000074863	TMEM132C	XM
NM_001145622	NM_001145622.1	XM_039688347.1	ENSDARG00000076773	lrrc58a	NM
NM_001005993	NM_001005993.1	XM_039688348.1	ENSDARG00000043339	abraxas1	NM
NM_001005993	NM_001005993.1	XM_039688349.1	ENSDARG00000043339	abraxas1	NM
XM_001922410	XM_001922410.6	XM_039688350.1	ENSDARG00000014439	DGKZ	XM
NM_001045190	NM_001045190.2	XM_039688351.1	ENSDARG00000114200	mrps18c	NM
NM_001171584	NM_001171584.1	XM_039688353.1	ENSDARG00000045164	nptx2b	NM
XM_005173103	XM_005173103.3	XM_039688354.1	ENSDARG00000079586	gabrb2a	XM
XM_001337352	XM_001337352.7	XM_039688356.1	NA	NA	XM
NM_001328566	NM_001328566.1	XM_039688357.1	ENSDARG00000052903	rtknb	NM
NM_200389	NM_200389.1	XM_039688358.1	ENSDARG00000007734	stn1	NM
NM_131218	NM_131218.1	XM_039688359.1	ENSDARG00000057936	lhx5	NM
NM_131218	NM_131218.1	XM_039688360.1	ENSDARG00000057936	lhx5	NM
NM_001130782	NM_001130782.1	XM_039688361.1	ENSDARG00000076552	zgc:193801	NM
NM_194379	NM_194379.1	XM_039688362.1	ENSDARG00000021149	cbr1l	NM
NM_001128572	NM_001128572.1	XM_039688363.1	ENSDARG00000105706	or62b5	NM
NM_130966	NM_130966.1	XM_039688364.1	ENSDARG00000116539	ndr1	NM
NM_001316932	NM_001316932.1	XM_039688365.1	ENSDARG00000057928	mzt2b	NM
NM_200389	NM_200389.1	XM_039688366.1	ENSDARG00000007734	stn1	NM
NM_001316934	NM_001316934.1	XM_039688367.1	ENSDARG00000057928	mzt2b	NM
NM_200873	NM_200873.2	XM_039688368.1	ENSDARG00000102975	nsg2	NM
XM_017352937	XM_017352937.2	XM_039688369.1	ENSDARG00000105817	NA	XM
NM_001040049	NM_001040049.1	XM_039688370.1	ENSDARG00000044797	cd8a	NM
NM_001111214	NM_001111214.2	XM_039688372.1	ENSDARG00000021351	nefma	NM
NM_001111214	NM_001111214.2	XM_039688373.1	ENSDARG00000021351	nefma	NM
NM_001042769	NM_001042769.2	XM_039688374.1	ENSDARG00000076169	pold3	NM
XM_021475316	XM_021475316.1	XM_039688375.1	ENSDARG00000060148	sh3pxd2aa	XM
NM_001042769	NM_001042769.2	XM_039688376.1	ENSDARG00000076169	pold3	NM
NM_200256	NM_200256.1	XM_039688378.1	ENSDARG00000089791	slc25a32a	NM
NM_200256	NM_200256.1	XM_039688379.1	ENSDARG00000089791	slc25a32a	NM
NM_001114313	NM_001114313.1	XM_039688380.1	ENSDARG00000073686	heatr6	NM
NM_001114313	NM_001114313.1	XM_039688381.1	ENSDARG00000073686	heatr6	NM
NM_001128675	NM_001128675.2	XM_039688382.1	ENSDARG00000104045	tlr22	NM
NM_001128675	NM_001128675.2	XM_039688383.1	ENSDARG00000104045	tlr22	NM
XM_005170994	XM_005170994.4	XM_039688384.1	ENSDARG00000060148	sh3pxd2aa	XM
XM_021468771	XM_021468771.1	XM_039688385.1	ENSDARG00000059368	gria4b	XM
XM_021468771	XM_021468771.1	XM_039688386.1	ENSDARG00000059368	gria4b	XM
XM_021468773	XM_021468773.1	XM_039688387.1	ENSDARG00000059368	gria4b	XM
NM_212752	NM_212752.2	XM_039688388.1	ENSDARG00000059368	gria4b	NM
XM_021468773	XM_021468773.1	XM_039688389.1	ENSDARG00000059368	gria4b	XM
XM_021468771	XM_021468771.1	XM_039688390.1	ENSDARG00000059368	gria4b	XM
XM_021468771	XM_021468771.1	XM_039688391.1	ENSDARG00000059368	gria4b	XM
NM_001044315	NM_001044315.2	XM_039688392.1	ENSDARG00000100505	ddx52	NM
NM_001044315	NM_001044315.2	XM_039688393.1	ENSDARG00000100505	ddx52	NM
XM_021475313	XM_021475313.1	XM_039688394.1	ENSDARG00000060148	sh3pxd2aa	XM
NM_001076614	NM_001076614.1	XM_039688395.1	ENSDARG00000017813	pigs	NM
NM_194372	NM_194372.2	XM_039688396.1	ENSDARG00000022295	hnf1bb	NM
NM_194372	NM_194372.2	XM_039688397.1	ENSDARG00000022295	hnf1bb	NM
NM_194372	NM_194372.2	XM_039688398.1	ENSDARG00000022295	hnf1bb	NM
NM_194372	NM_194372.2	XM_039688399.1	ENSDARG00000022295	hnf1bb	NM
XM_003200895	XM_003200895.5	XM_039688400.1	ENSDARG00000086169	NA	XM
NM_001163932	NM_001163932.1	XM_039688401.1	ENSDARG00000069082	mrm3b	NM
NM_001160022	NM_001160022.1	XM_039688402.1	ENSDARG00000060148	sh3pxd2aa	NM
NM_194384	NM_194384.1	XM_039688403.1	ENSDARG00000019702	aldocb	NM
XR_659427	XR_659427.3	XM_039688404.1	ENSDARG00000017843	srsf1b	XR
NM_001030000	NM_001030000.2	XM_039688405.1	ENSDARG00000005172	dynll2b	NM
NM_001007384	NM_001007384.2	XM_039688406.1	ENSDARG00000057089	ftsj1	NM
NM_001007384	NM_001007384.2	XM_039688407.1	ENSDARG00000057089	ftsj1	NM
XM_002667357	XM_002667357.6	XM_039688408.1	ENSDARG00000058736	GABRA6	XM
XM_002667357	XM_002667357.6	XM_039688409.1	ENSDARG00000058736	GABRA6	XM
XM_021475313	XM_021475313.1	XM_039688410.1	ENSDARG00000060148	sh3pxd2aa	XM
NM_001128412	NM_001128412.1	XM_039688411.1	ENSDARG00000093856	or62a3	NM
NM_001076712	NM_001076712.1	XM_039688412.1	ENSDARG00000103922	bod1	NM
XM_009295368	XM_009295368.3	XM_039688413.1	ENSDARG00000075837	NA	XM
NM_001008603	NM_001008603.2	XM_039688414.1	ENSDARG00000045562	pus1	NM
NM_001008603	NM_001008603.2	XM_039688415.1	ENSDARG00000045562	pus1	NM
NM_001008603	NM_001008603.2	XM_039688416.1	ENSDARG00000045562	pus1	NM
XM_009295443	XM_009295443.3	XM_039688417.1	ENSDARG00000092652	NA	XM
